Date,Year,Month,Month Name,Quarter,Week
7/7/2023,2023,7,Jul,Q3,27
7/8/2023,2023,7,Jul,Q3,27
7/9/2023,2023,7,Jul,Q3,27
7/10/2023,2023,7,Jul,Q3,28
7/11/2023,2023,7,Jul,Q3,28
7/12/2023,2023,7,Jul,Q3,28
7/13/2023,2023,7,Jul,Q3,28
7/14/2023,2023,7,Jul,Q3,28
7/15/2023,2023,7,Jul,Q3,28
7/16/2023,2023,7,Jul,Q3,28
7/17/2023,2023,7,Jul,Q3,29
7/18/2023,2023,7,Jul,Q3,29
7/19/2023,2023,7,Jul,Q3,29
7/20/2023,2023,7,Jul,Q3,29
7/21/2023,2023,7,Jul,Q3,29
7/22/2023,2023,7,Jul,Q3,29
7/23/2023,2023,7,Jul,Q3,29
7/24/2023,2023,7,Jul,Q3,30
7/25/2023,2023,7,Jul,Q3,30
7/26/2023,2023,7,Jul,Q3,30
7/27/2023,2023,7,Jul,Q3,30
7/28/2023,2023,7,Jul,Q3,30
7/29/2023,2023,7,Jul,Q3,30
7/30/2023,2023,7,Jul,Q3,30
7/31/2023,2023,7,Jul,Q3,31
8/1/2023,2023,8,Aug,Q3,31
8/2/2023,2023,8,Aug,Q3,31
8/3/2023,2023,8,Aug,Q3,31
8/4/2023,2023,8,Aug,Q3,31
8/5/2023,2023,8,Aug,Q3,31
8/6/2023,2023,8,Aug,Q3,31
8/7/2023,2023,8,Aug,Q3,32
8/8/2023,2023,8,Aug,Q3,32
8/9/2023,2023,8,Aug,Q3,32
8/10/2023,2023,8,Aug,Q3,32
8/11/2023,2023,8,Aug,Q3,32
8/12/2023,2023,8,Aug,Q3,32
8/13/2023,2023,8,Aug,Q3,32
8/14/2023,2023,8,Aug,Q3,33
8/15/2023,2023,8,Aug,Q3,33
8/16/2023,2023,8,Aug,Q3,33
8/17/2023,2023,8,Aug,Q3,33
8/18/2023,2023,8,Aug,Q3,33
8/19/2023,2023,8,Aug,Q3,33
8/20/2023,2023,8,Aug,Q3,33
8/21/2023,2023,8,Aug,Q3,34
8/22/2023,2023,8,Aug,Q3,34
8/23/2023,2023,8,Aug,Q3,34
8/24/2023,2023,8,Aug,Q3,34
8/25/2023,2023,8,Aug,Q3,34
8/26/2023,2023,8,Aug,Q3,34
8/27/2023,2023,8,Aug,Q3,34
8/28/2023,2023,8,Aug,Q3,35
8/29/2023,2023,8,Aug,Q3,35
8/30/2023,2023,8,Aug,Q3,35
8/31/2023,2023,8,Aug,Q3,35
9/1/2023,2023,9,Sep,Q3,35
9/2/2023,2023,9,Sep,Q3,35
9/3/2023,2023,9,Sep,Q3,35
9/4/2023,2023,9,Sep,Q3,36
9/5/2023,2023,9,Sep,Q3,36
9/6/2023,2023,9,Sep,Q3,36
9/7/2023,2023,9,Sep,Q3,36
9/8/2023,2023,9,Sep,Q3,36
9/9/2023,2023,9,Sep,Q3,36
9/10/2023,2023,9,Sep,Q3,36
9/11/2023,2023,9,Sep,Q3,37
9/12/2023,2023,9,Sep,Q3,37
9/13/2023,2023,9,Sep,Q3,37
9/14/2023,2023,9,Sep,Q3,37
9/15/2023,2023,9,Sep,Q3,37
9/16/2023,2023,9,Sep,Q3,37
9/17/2023,2023,9,Sep,Q3,37
9/18/2023,2023,9,Sep,Q3,38
9/19/2023,2023,9,Sep,Q3,38
9/20/2023,2023,9,Sep,Q3,38
9/21/2023,2023,9,Sep,Q3,38
9/22/2023,2023,9,Sep,Q3,38
9/23/2023,2023,9,Sep,Q3,38
9/24/2023,2023,9,Sep,Q3,38
9/25/2023,2023,9,Sep,Q3,39
9/26/2023,2023,9,Sep,Q3,39
9/27/2023,2023,9,Sep,Q3,39
9/28/2023,2023,9,Sep,Q3,39
9/29/2023,2023,9,Sep,Q3,39
9/30/2023,2023,9,Sep,Q3,39
10/1/2023,2023,10,Oct,Q4,39
10/2/2023,2023,10,Oct,Q4,40
10/3/2023,2023,10,Oct,Q4,40
10/4/2023,2023,10,Oct,Q4,40
10/5/2023,2023,10,Oct,Q4,40
10/6/2023,2023,10,Oct,Q4,40
10/7/2023,2023,10,Oct,Q4,40
10/8/2023,2023,10,Oct,Q4,40
10/9/2023,2023,10,Oct,Q4,41
10/10/2023,2023,10,Oct,Q4,41
10/11/2023,2023,10,Oct,Q4,41
10/12/2023,2023,10,Oct,Q4,41
10/13/2023,2023,10,Oct,Q4,41
10/14/2023,2023,10,Oct,Q4,41
10/15/2023,2023,10,Oct,Q4,41
10/16/2023,2023,10,Oct,Q4,42
10/17/2023,2023,10,Oct,Q4,42
10/18/2023,2023,10,Oct,Q4,42
10/19/2023,2023,10,Oct,Q4,42
10/20/2023,2023,10,Oct,Q4,42
10/21/2023,2023,10,Oct,Q4,42
10/22/2023,2023,10,Oct,Q4,42
10/23/2023,2023,10,Oct,Q4,43
10/24/2023,2023,10,Oct,Q4,43
10/25/2023,2023,10,Oct,Q4,43
10/26/2023,2023,10,Oct,Q4,43
10/27/2023,2023,10,Oct,Q4,43
10/28/2023,2023,10,Oct,Q4,43
10/29/2023,2023,10,Oct,Q4,43
10/30/2023,2023,10,Oct,Q4,44
10/31/2023,2023,10,Oct,Q4,44
11/1/2023,2023,11,Nov,Q4,44
11/2/2023,2023,11,Nov,Q4,44
11/3/2023,2023,11,Nov,Q4,44
11/4/2023,2023,11,Nov,Q4,44
11/5/2023,2023,11,Nov,Q4,44
11/6/2023,2023,11,Nov,Q4,45
11/7/2023,2023,11,Nov,Q4,45
11/8/2023,2023,11,Nov,Q4,45
11/9/2023,2023,11,Nov,Q4,45
11/10/2023,2023,11,Nov,Q4,45
11/11/2023,2023,11,Nov,Q4,45
11/12/2023,2023,11,Nov,Q4,45
11/13/2023,2023,11,Nov,Q4,46
11/14/2023,2023,11,Nov,Q4,46
11/15/2023,2023,11,Nov,Q4,46
11/16/2023,2023,11,Nov,Q4,46
11/17/2023,2023,11,Nov,Q4,46
11/18/2023,2023,11,Nov,Q4,46
11/19/2023,2023,11,Nov,Q4,46
11/20/2023,2023,11,Nov,Q4,47
11/21/2023,2023,11,Nov,Q4,47
11/22/2023,2023,11,Nov,Q4,47
11/23/2023,2023,11,Nov,Q4,47
11/24/2023,2023,11,Nov,Q4,47
11/25/2023,2023,11,Nov,Q4,47
11/26/2023,2023,11,Nov,Q4,47
11/27/2023,2023,11,Nov,Q4,48
11/28/2023,2023,11,Nov,Q4,48
11/29/2023,2023,11,Nov,Q4,48
11/30/2023,2023,11,Nov,Q4,48
12/1/2023,2023,12,Dec,Q4,48
12/2/2023,2023,12,Dec,Q4,48
12/3/2023,2023,12,Dec,Q4,48
12/4/2023,2023,12,Dec,Q4,49
12/5/2023,2023,12,Dec,Q4,49
12/6/2023,2023,12,Dec,Q4,49
12/7/2023,2023,12,Dec,Q4,49
12/8/2023,2023,12,Dec,Q4,49
12/9/2023,2023,12,Dec,Q4,49
12/10/2023,2023,12,Dec,Q4,49
12/11/2023,2023,12,Dec,Q4,50
12/12/2023,2023,12,Dec,Q4,50
12/13/2023,2023,12,Dec,Q4,50
12/14/2023,2023,12,Dec,Q4,50
12/15/2023,2023,12,Dec,Q4,50
12/16/2023,2023,12,Dec,Q4,50
12/17/2023,2023,12,Dec,Q4,50
12/18/2023,2023,12,Dec,Q4,51
12/19/2023,2023,12,Dec,Q4,51
12/20/2023,2023,12,Dec,Q4,51
12/21/2023,2023,12,Dec,Q4,51
12/22/2023,2023,12,Dec,Q4,51
12/23/2023,2023,12,Dec,Q4,51
12/24/2023,2023,12,Dec,Q4,51
12/25/2023,2023,12,Dec,Q4,52
12/26/2023,2023,12,Dec,Q4,52
12/27/2023,2023,12,Dec,Q4,52
12/28/2023,2023,12,Dec,Q4,52
12/29/2023,2023,12,Dec,Q4,52
12/30/2023,2023,12,Dec,Q4,52
12/31/2023,2023,12,Dec,Q4,52
1/1/2024,2024,1,Jan,Q1,1
1/2/2024,2024,1,Jan,Q1,1
1/3/2024,2024,1,Jan,Q1,1
1/4/2024,2024,1,Jan,Q1,1
1/5/2024,2024,1,Jan,Q1,1
1/6/2024,2024,1,Jan,Q1,1
1/7/2024,2024,1,Jan,Q1,1
1/8/2024,2024,1,Jan,Q1,2
1/9/2024,2024,1,Jan,Q1,2
1/10/2024,2024,1,Jan,Q1,2
1/11/2024,2024,1,Jan,Q1,2
1/12/2024,2024,1,Jan,Q1,2
1/13/2024,2024,1,Jan,Q1,2
1/14/2024,2024,1,Jan,Q1,2
1/15/2024,2024,1,Jan,Q1,3
1/16/2024,2024,1,Jan,Q1,3
1/17/2024,2024,1,Jan,Q1,3
1/18/2024,2024,1,Jan,Q1,3
1/19/2024,2024,1,Jan,Q1,3
1/20/2024,2024,1,Jan,Q1,3
1/21/2024,2024,1,Jan,Q1,3
1/22/2024,2024,1,Jan,Q1,4
1/23/2024,2024,1,Jan,Q1,4
1/24/2024,2024,1,Jan,Q1,4
1/25/2024,2024,1,Jan,Q1,4
1/26/2024,2024,1,Jan,Q1,4
1/27/2024,2024,1,Jan,Q1,4
1/28/2024,2024,1,Jan,Q1,4
1/29/2024,2024,1,Jan,Q1,5
1/30/2024,2024,1,Jan,Q1,5
1/31/2024,2024,1,Jan,Q1,5
2/1/2024,2024,2,Feb,Q1,5
2/2/2024,2024,2,Feb,Q1,5
2/3/2024,2024,2,Feb,Q1,5
2/4/2024,2024,2,Feb,Q1,5
2/5/2024,2024,2,Feb,Q1,6
2/6/2024,2024,2,Feb,Q1,6
2/7/2024,2024,2,Feb,Q1,6
2/8/2024,2024,2,Feb,Q1,6
2/9/2024,2024,2,Feb,Q1,6
2/10/2024,2024,2,Feb,Q1,6
2/11/2024,2024,2,Feb,Q1,6
2/12/2024,2024,2,Feb,Q1,7
2/13/2024,2024,2,Feb,Q1,7
2/14/2024,2024,2,Feb,Q1,7
2/15/2024,2024,2,Feb,Q1,7
2/16/2024,2024,2,Feb,Q1,7
2/17/2024,2024,2,Feb,Q1,7
2/18/2024,2024,2,Feb,Q1,7
2/19/2024,2024,2,Feb,Q1,8
2/20/2024,2024,2,Feb,Q1,8
2/21/2024,2024,2,Feb,Q1,8
2/22/2024,2024,2,Feb,Q1,8
2/23/2024,2024,2,Feb,Q1,8
2/24/2024,2024,2,Feb,Q1,8
2/25/2024,2024,2,Feb,Q1,8
2/26/2024,2024,2,Feb,Q1,9
2/27/2024,2024,2,Feb,Q1,9
2/28/2024,2024,2,Feb,Q1,9
2/29/2024,2024,2,Feb,Q1,9
3/1/2024,2024,3,Mar,Q1,9
3/2/2024,2024,3,Mar,Q1,9
3/3/2024,2024,3,Mar,Q1,9
3/4/2024,2024,3,Mar,Q1,10
3/5/2024,2024,3,Mar,Q1,10
3/6/2024,2024,3,Mar,Q1,10
3/7/2024,2024,3,Mar,Q1,10
3/8/2024,2024,3,Mar,Q1,10
3/9/2024,2024,3,Mar,Q1,10
3/10/2024,2024,3,Mar,Q1,10
3/11/2024,2024,3,Mar,Q1,11
3/12/2024,2024,3,Mar,Q1,11
3/13/2024,2024,3,Mar,Q1,11
3/14/2024,2024,3,Mar,Q1,11
3/15/2024,2024,3,Mar,Q1,11
3/16/2024,2024,3,Mar,Q1,11
3/17/2024,2024,3,Mar,Q1,11
3/18/2024,2024,3,Mar,Q1,12
3/19/2024,2024,3,Mar,Q1,12
3/20/2024,2024,3,Mar,Q1,12
3/21/2024,2024,3,Mar,Q1,12
3/22/2024,2024,3,Mar,Q1,12
3/23/2024,2024,3,Mar,Q1,12
3/24/2024,2024,3,Mar,Q1,12
3/25/2024,2024,3,Mar,Q1,13
3/26/2024,2024,3,Mar,Q1,13
3/27/2024,2024,3,Mar,Q1,13
3/28/2024,2024,3,Mar,Q1,13
3/29/2024,2024,3,Mar,Q1,13
3/30/2024,2024,3,Mar,Q1,13
3/31/2024,2024,3,Mar,Q1,13
4/1/2024,2024,4,Apr,Q2,14
4/2/2024,2024,4,Apr,Q2,14
4/3/2024,2024,4,Apr,Q2,14
4/4/2024,2024,4,Apr,Q2,14
4/5/2024,2024,4,Apr,Q2,14
4/6/2024,2024,4,Apr,Q2,14
4/7/2024,2024,4,Apr,Q2,14
4/8/2024,2024,4,Apr,Q2,15
4/9/2024,2024,4,Apr,Q2,15
4/10/2024,2024,4,Apr,Q2,15
4/11/2024,2024,4,Apr,Q2,15
4/12/2024,2024,4,Apr,Q2,15
4/13/2024,2024,4,Apr,Q2,15
4/14/2024,2024,4,Apr,Q2,15
4/15/2024,2024,4,Apr,Q2,16
4/16/2024,2024,4,Apr,Q2,16
4/17/2024,2024,4,Apr,Q2,16
4/18/2024,2024,4,Apr,Q2,16
4/19/2024,2024,4,Apr,Q2,16
4/20/2024,2024,4,Apr,Q2,16
4/21/2024,2024,4,Apr,Q2,16
4/22/2024,2024,4,Apr,Q2,17
4/23/2024,2024,4,Apr,Q2,17
4/24/2024,2024,4,Apr,Q2,17
4/25/2024,2024,4,Apr,Q2,17
4/26/2024,2024,4,Apr,Q2,17
4/27/2024,2024,4,Apr,Q2,17
4/28/2024,2024,4,Apr,Q2,17
4/29/2024,2024,4,Apr,Q2,18
4/30/2024,2024,4,Apr,Q2,18
5/1/2024,2024,5,May,Q2,18
5/2/2024,2024,5,May,Q2,18
5/3/2024,2024,5,May,Q2,18
5/4/2024,2024,5,May,Q2,18
5/5/2024,2024,5,May,Q2,18
5/6/2024,2024,5,May,Q2,19
5/7/2024,2024,5,May,Q2,19
5/8/2024,2024,5,May,Q2,19
5/9/2024,2024,5,May,Q2,19
5/10/2024,2024,5,May,Q2,19
5/11/2024,2024,5,May,Q2,19
5/12/2024,2024,5,May,Q2,19
5/13/2024,2024,5,May,Q2,20
5/14/2024,2024,5,May,Q2,20
5/15/2024,2024,5,May,Q2,20
5/16/2024,2024,5,May,Q2,20
5/17/2024,2024,5,May,Q2,20
5/18/2024,2024,5,May,Q2,20
5/19/2024,2024,5,May,Q2,20
5/20/2024,2024,5,May,Q2,21
5/21/2024,2024,5,May,Q2,21
5/22/2024,2024,5,May,Q2,21
5/23/2024,2024,5,May,Q2,21
5/24/2024,2024,5,May,Q2,21
5/25/2024,2024,5,May,Q2,21
5/26/2024,2024,5,May,Q2,21
5/27/2024,2024,5,May,Q2,22
5/28/2024,2024,5,May,Q2,22
5/29/2024,2024,5,May,Q2,22
5/30/2024,2024,5,May,Q2,22
5/31/2024,2024,5,May,Q2,22
6/1/2024,2024,6,Jun,Q2,22
6/2/2024,2024,6,Jun,Q2,22
6/3/2024,2024,6,Jun,Q2,23
6/4/2024,2024,6,Jun,Q2,23
6/5/2024,2024,6,Jun,Q2,23
6/6/2024,2024,6,Jun,Q2,23
6/7/2024,2024,6,Jun,Q2,23
6/8/2024,2024,6,Jun,Q2,23
6/9/2024,2024,6,Jun,Q2,23
6/10/2024,2024,6,Jun,Q2,24
6/11/2024,2024,6,Jun,Q2,24
6/12/2024,2024,6,Jun,Q2,24
6/13/2024,2024,6,Jun,Q2,24
6/14/2024,2024,6,Jun,Q2,24
6/15/2024,2024,6,Jun,Q2,24
6/16/2024,2024,6,Jun,Q2,24
6/17/2024,2024,6,Jun,Q2,25
6/18/2024,2024,6,Jun,Q2,25
6/19/2024,2024,6,Jun,Q2,25
6/20/2024,2024,6,Jun,Q2,25
6/21/2024,2024,6,Jun,Q2,25
6/22/2024,2024,6,Jun,Q2,25
6/23/2024,2024,6,Jun,Q2,25
6/24/2024,2024,6,Jun,Q2,26
6/25/2024,2024,6,Jun,Q2,26
6/26/2024,2024,6,Jun,Q2,26
6/27/2024,2024,6,Jun,Q2,26
6/28/2024,2024,6,Jun,Q2,26
6/29/2024,2024,6,Jun,Q2,26
6/30/2024,2024,6,Jun,Q2,26
7/1/2024,2024,7,Jul,Q3,27
7/2/2024,2024,7,Jul,Q3,27
7/3/2024,2024,7,Jul,Q3,27
7/4/2024,2024,7,Jul,Q3,27
7/5/2024,2024,7,Jul,Q3,27
7/6/2024,2024,7,Jul,Q3,27
7/7/2024,2024,7,Jul,Q3,27
7/8/2024,2024,7,Jul,Q3,28
7/9/2024,2024,7,Jul,Q3,28
7/10/2024,2024,7,Jul,Q3,28
7/11/2024,2024,7,Jul,Q3,28
7/12/2024,2024,7,Jul,Q3,28
7/13/2024,2024,7,Jul,Q3,28
7/14/2024,2024,7,Jul,Q3,28
7/15/2024,2024,7,Jul,Q3,29
7/16/2024,2024,7,Jul,Q3,29
7/17/2024,2024,7,Jul,Q3,29
7/18/2024,2024,7,Jul,Q3,29
7/19/2024,2024,7,Jul,Q3,29
7/20/2024,2024,7,Jul,Q3,29
7/21/2024,2024,7,Jul,Q3,29
7/22/2024,2024,7,Jul,Q3,30
7/23/2024,2024,7,Jul,Q3,30
7/24/2024,2024,7,Jul,Q3,30
7/25/2024,2024,7,Jul,Q3,30
7/26/2024,2024,7,Jul,Q3,30
7/27/2024,2024,7,Jul,Q3,30
7/28/2024,2024,7,Jul,Q3,30
7/29/2024,2024,7,Jul,Q3,31
7/30/2024,2024,7,Jul,Q3,31
7/31/2024,2024,7,Jul,Q3,31
8/1/2024,2024,8,Aug,Q3,31
8/2/2024,2024,8,Aug,Q3,31
8/3/2024,2024,8,Aug,Q3,31
8/4/2024,2024,8,Aug,Q3,31
8/5/2024,2024,8,Aug,Q3,32
8/6/2024,2024,8,Aug,Q3,32
8/7/2024,2024,8,Aug,Q3,32
8/8/2024,2024,8,Aug,Q3,32
8/9/2024,2024,8,Aug,Q3,32
8/10/2024,2024,8,Aug,Q3,32
8/11/2024,2024,8,Aug,Q3,32
8/12/2024,2024,8,Aug,Q3,33
8/13/2024,2024,8,Aug,Q3,33
8/14/2024,2024,8,Aug,Q3,33
8/15/2024,2024,8,Aug,Q3,33
8/16/2024,2024,8,Aug,Q3,33
8/17/2024,2024,8,Aug,Q3,33
8/18/2024,2024,8,Aug,Q3,33
8/19/2024,2024,8,Aug,Q3,34
8/20/2024,2024,8,Aug,Q3,34
8/21/2024,2024,8,Aug,Q3,34
8/22/2024,2024,8,Aug,Q3,34
8/23/2024,2024,8,Aug,Q3,34
8/24/2024,2024,8,Aug,Q3,34
8/25/2024,2024,8,Aug,Q3,34
8/26/2024,2024,8,Aug,Q3,35
8/27/2024,2024,8,Aug,Q3,35
8/28/2024,2024,8,Aug,Q3,35
8/29/2024,2024,8,Aug,Q3,35
8/30/2024,2024,8,Aug,Q3,35
8/31/2024,2024,8,Aug,Q3,35
9/1/2024,2024,9,Sep,Q3,35
9/2/2024,2024,9,Sep,Q3,36
9/3/2024,2024,9,Sep,Q3,36
9/4/2024,2024,9,Sep,Q3,36
9/5/2024,2024,9,Sep,Q3,36
9/6/2024,2024,9,Sep,Q3,36
9/7/2024,2024,9,Sep,Q3,36
9/8/2024,2024,9,Sep,Q3,36
9/9/2024,2024,9,Sep,Q3,37
9/10/2024,2024,9,Sep,Q3,37
9/11/2024,2024,9,Sep,Q3,37
9/12/2024,2024,9,Sep,Q3,37
9/13/2024,2024,9,Sep,Q3,37
9/14/2024,2024,9,Sep,Q3,37
9/15/2024,2024,9,Sep,Q3,37
9/16/2024,2024,9,Sep,Q3,38
9/17/2024,2024,9,Sep,Q3,38
9/18/2024,2024,9,Sep,Q3,38
9/19/2024,2024,9,Sep,Q3,38
9/20/2024,2024,9,Sep,Q3,38
9/21/2024,2024,9,Sep,Q3,38
9/22/2024,2024,9,Sep,Q3,38
9/23/2024,2024,9,Sep,Q3,39
9/24/2024,2024,9,Sep,Q3,39
9/25/2024,2024,9,Sep,Q3,39
9/26/2024,2024,9,Sep,Q3,39
9/27/2024,2024,9,Sep,Q3,39
9/28/2024,2024,9,Sep,Q3,39
9/29/2024,2024,9,Sep,Q3,39
9/30/2024,2024,9,Sep,Q3,40
10/1/2024,2024,10,Oct,Q4,40
10/2/2024,2024,10,Oct,Q4,40
10/3/2024,2024,10,Oct,Q4,40
10/4/2024,2024,10,Oct,Q4,40
10/5/2024,2024,10,Oct,Q4,40
10/6/2024,2024,10,Oct,Q4,40
10/7/2024,2024,10,Oct,Q4,41
10/8/2024,2024,10,Oct,Q4,41
10/9/2024,2024,10,Oct,Q4,41
10/10/2024,2024,10,Oct,Q4,41
10/11/2024,2024,10,Oct,Q4,41
10/12/2024,2024,10,Oct,Q4,41
10/13/2024,2024,10,Oct,Q4,41
10/14/2024,2024,10,Oct,Q4,42
10/15/2024,2024,10,Oct,Q4,42
10/16/2024,2024,10,Oct,Q4,42
10/17/2024,2024,10,Oct,Q4,42
10/18/2024,2024,10,Oct,Q4,42
10/19/2024,2024,10,Oct,Q4,42
10/20/2024,2024,10,Oct,Q4,42
10/21/2024,2024,10,Oct,Q4,43
10/22/2024,2024,10,Oct,Q4,43
10/23/2024,2024,10,Oct,Q4,43
10/24/2024,2024,10,Oct,Q4,43
10/25/2024,2024,10,Oct,Q4,43
10/26/2024,2024,10,Oct,Q4,43
10/27/2024,2024,10,Oct,Q4,43
10/28/2024,2024,10,Oct,Q4,44
10/29/2024,2024,10,Oct,Q4,44
10/30/2024,2024,10,Oct,Q4,44
10/31/2024,2024,10,Oct,Q4,44
11/1/2024,2024,11,Nov,Q4,44
11/2/2024,2024,11,Nov,Q4,44
11/3/2024,2024,11,Nov,Q4,44
11/4/2024,2024,11,Nov,Q4,45
11/5/2024,2024,11,Nov,Q4,45
11/6/2024,2024,11,Nov,Q4,45
11/7/2024,2024,11,Nov,Q4,45
11/8/2024,2024,11,Nov,Q4,45
11/9/2024,2024,11,Nov,Q4,45
11/10/2024,2024,11,Nov,Q4,45
11/11/2024,2024,11,Nov,Q4,46
11/12/2024,2024,11,Nov,Q4,46
11/13/2024,2024,11,Nov,Q4,46
11/14/2024,2024,11,Nov,Q4,46
11/15/2024,2024,11,Nov,Q4,46
11/16/2024,2024,11,Nov,Q4,46
11/17/2024,2024,11,Nov,Q4,46
11/18/2024,2024,11,Nov,Q4,47
11/19/2024,2024,11,Nov,Q4,47
11/20/2024,2024,11,Nov,Q4,47
11/21/2024,2024,11,Nov,Q4,47
11/22/2024,2024,11,Nov,Q4,47
11/23/2024,2024,11,Nov,Q4,47
11/24/2024,2024,11,Nov,Q4,47
11/25/2024,2024,11,Nov,Q4,48
11/26/2024,2024,11,Nov,Q4,48
11/27/2024,2024,11,Nov,Q4,48
11/28/2024,2024,11,Nov,Q4,48
11/29/2024,2024,11,Nov,Q4,48
11/30/2024,2024,11,Nov,Q4,48
12/1/2024,2024,12,Dec,Q4,48
12/2/2024,2024,12,Dec,Q4,49
12/3/2024,2024,12,Dec,Q4,49
12/4/2024,2024,12,Dec,Q4,49
12/5/2024,2024,12,Dec,Q4,49
12/6/2024,2024,12,Dec,Q4,49
12/7/2024,2024,12,Dec,Q4,49
12/8/2024,2024,12,Dec,Q4,49
12/9/2024,2024,12,Dec,Q4,50
12/10/2024,2024,12,Dec,Q4,50
12/11/2024,2024,12,Dec,Q4,50
12/12/2024,2024,12,Dec,Q4,50
12/13/2024,2024,12,Dec,Q4,50
12/14/2024,2024,12,Dec,Q4,50
12/15/2024,2024,12,Dec,Q4,50
12/16/2024,2024,12,Dec,Q4,51
12/17/2024,2024,12,Dec,Q4,51
12/18/2024,2024,12,Dec,Q4,51
12/19/2024,2024,12,Dec,Q4,51
12/20/2024,2024,12,Dec,Q4,51
12/21/2024,2024,12,Dec,Q4,51
12/22/2024,2024,12,Dec,Q4,51
12/23/2024,2024,12,Dec,Q4,52
12/24/2024,2024,12,Dec,Q4,52
12/25/2024,2024,12,Dec,Q4,52
12/26/2024,2024,12,Dec,Q4,52
12/27/2024,2024,12,Dec,Q4,52
12/28/2024,2024,12,Dec,Q4,52
12/29/2024,2024,12,Dec,Q4,52
12/30/2024,2024,12,Dec,Q4,1
12/31/2024,2024,12,Dec,Q4,1
